time,bmi,sex,age,geo\isced97	TOTAL 	ED0-2 	ED3_4 	ED5_6 
2008,GE30,M,Y55-64,PL	24 	24.3 	24.5 	20.9 
2008,GE30,M,Y55-64,RO	10.7 	8.6 	11.5 	11.3 
2008,GE30,M,Y55-64,SI	26.6 	28.5 u	27.3 	20.8 u
2008,GE30,M,Y55-64,SK	22.8 	18.5 u	24.8 	14.8 
2008,GE30,M,Y55-64,TR	20 	19.6 	20.1 	23 
2008,GE30,M,Y65-74,AT	19.1 	23.9 	16.6 	18.8 
2008,GE30,M,Y65-74,BE	11.3 	11.4 	11.8 	11 
2008,GE30,M,Y65-74,BG	14.9 	14.1 	16.3 	14 
2008,GE30,M,Y65-74,CY	22.8 	23.8 	23.2 	17.9 u
2008,GE30,M,Y65-74,CZ	25.3 	: 	25.4 	: 
2008,GE30,M,Y65-74,DE	18.2 	: c	16.2 	14.8 
2008,GE30,M,Y65-74,EE	20.4 	18.9 	20.6 	27.5 u
2008,GE30,M,Y65-74,EL	25.8 	27.2 	27.2 u	20.4 
2008,GE30,M,Y65-74,ES	23.9 	28.1 	17.5 	9.9 
2008,GE30,M,Y65-74,FR	19.4 	23 	14.7 	16 
2008,GE30,M,Y65-74,HU	33.9 	33.8 	33.4 	35.7 u
2008,GE30,M,Y65-74,LV	19.6 	20.3 	19.4 	17.9 u
2008,GE30,M,Y65-74,MT	31.1 u	34.2 u	24.4 u	33.3 u
2008,GE30,M,Y65-74,PL	24.6 	23.1 	26.4 	20.9 
2008,GE30,M,Y65-74,RO	10.5 	7 	14.1 	12.2 
2008,GE30,M,Y65-74,SI	24.3 	22.6 u	28.2 	: 
2008,GE30,M,Y65-74,SK	25.1 	36.1 u	25.8 	13.4 u
2008,GE30,M,Y65-74,TR	21.9 	21 	28.4 u	27 u
2008,GE30,M,Y75-84,AT	8.4 	5.8 	11.7 	6.1 
2008,GE30,M,Y75-84,BE	11.1 	15.1 	4.8 	4.9 
2008,GE30,M,Y75-84,BG	6.5 	7.3 	2.2 u	10.9 u
2008,GE30,M,Y75-84,CY	18.6 	18.5 	24.7 u	: 
2008,GE30,M,Y75-84,CZ	10.6 	: 	7.6 u	: 
2008,GE30,M,Y75-84,DE	15.8 	: c	: c	: c
2008,GE30,M,Y75-84,EE	12.4 	14.1 	10.3 	10.2 u
2008,GE30,M,Y75-84,EL	13.5 	14.9 	15.2 u	1.7 u
2008,GE30,M,Y75-84,ES	16.7 	18.9 	12.7 u	2.2 
2008,GE30,M,Y75-84,FR	15.8 	18 	12.6 	8.6 
2008,GE30,M,Y75-84,HU	27.6 	32.9 u	28.6 	15.4 u
2008,GE30,M,Y75-84,LV	13.6 	14.5 	9.2 u	: 
2008,GE30,M,Y75-84,MT	23.9 u	23.1 u	15 u	: 
2008,GE30,M,Y75-84,PL	16 	15.8 	16.6 	15.1 
2008,GE30,M,Y75-84,RO	6.6 	6.5 	9.6 	: 
2008,GE30,M,Y75-84,SI	12.1 	: 	6.5 u	: 
2008,GE30,M,Y75-84,SK	17.7 	19.5 u	15.5 u	: 
2008,GE30,M,Y75-84,TR	12.5 u	12.5 u	: 	: 
2008,GE30,M,Y_GE85,AT	7.7 	22.8 u	: 	: 
2008,GE30,M,Y_GE85,BE	9.7 	10.7 	11.9 	5 
2008,GE30,M,Y_GE85,BG	3.2 u	: 	: 	: 
2008,GE30,M,Y_GE85,CY	14 u	7.7 u	: 	: 
2008,GE30,M,Y_GE85,DE	: c	: c	: c	: c
2008,GE30,M,Y_GE85,EL	17.6 	18.5 u	: 	: 
2008,GE30,M,Y_GE85,ES	12.5 	14.2 	: 	: 
2008,GE30,M,Y_GE85,FR	8.7 	10.8 	4.4 	4.5 u
2008,GE30,M,Y_GE85,HU	10.2 u	: 	: 	: 
2008,GE30,M,Y_GE85,PL	13.8 	15 	15.7 u	: 
2008,GE30,M,Y_GE85,RO	7.7 	11.1 u	: 	: 
2008,GE30,T,TOTAL,AT	12.8 	18.5 	11.3 	10.5 
2008,GE30,T,TOTAL,BE	14 	19.2 	14 	8.6 
2008,GE30,T,TOTAL,BG	11.5 	12.3 	11.6 	9.7 
2008,GE30,T,TOTAL,CY	15.6 	22.2 	12.8 	10.8 
2008,GE30,T,TOTAL,CZ	18.3 	24.7 	18.4 	11.4 
2008,GE30,T,TOTAL,DE	15.8 	19.9 	16.1 	11.4 
2008,GE30,T,TOTAL,EE	18.5 	21.2 	18.2 	13.9 
2008,GE30,T,TOTAL,EL	17.6 	23 	15.5 	11.4 
2008,GE30,T,TOTAL,ES	15.7 	21.1 	10.6 	9.4 
2008,GE30,T,TOTAL,FR	12.2 	17.7 	11 	6.4 
2008,GE30,T,TOTAL,HU	20 	25.8 	19.1 	15 
2008,GE30,T,TOTAL,LV	16.9 	18.4 	17.1 	14.8 
2008,GE30,T,TOTAL,MT	22.9 u	30.5 u	20.3 	17.6 
2008,GE30,T,TOTAL,PL	16.4 	21.3 	16.7 	10.4 
2008,GE30,T,TOTAL,RO	7.9 	7.8 	8.2 	6.1 
2008,GE30,T,TOTAL,SI	16.8 	23.8 	16.9 	7.3 
2008,GE30,T,TOTAL,SK	15.1 	23.6 	15.2 	9.6 
2008,GE30,T,TOTAL,TR	16.2 	19.2 	9.2 	10 
2008,GE30,T,Y18-24,AT	4.8 	7.2 	4.3 	3.3 
2008,GE30,T,Y18-24,BE	4.3 	4.1 	5.1 	3.9 
2008,GE30,T,Y18-24,BG	1.1 	1.2 	1.2 	: 
2008,GE30,T,Y18-24,CY	3.6 	5 	3.7 	2.5 
2008,GE30,T,Y18-24,CZ	4.9 	5.1 u	5 	: 
2008,GE30,T,Y18-24,DE	4.1 	: c	3.7 	: c
2008,GE30,T,Y18-24,EE	3.8 	2.5 	4.6 	2.1 
2008,GE30,T,Y18-24,EL	3.5 	4.7 	3.7 	1.4 
2008,GE30,T,Y18-24,ES	4.8 	6.7 	3.2 	3.9 
2008,GE30,T,Y18-24,FR	3.5 	5.8 	2.7 	3.6 
2008,GE30,T,Y18-24,HU	5.2 	6.1 	5.2 	2.1 u
2008,GE30,T,Y18-24,LV	2 	2 	1.9 	2.7 
2008,GE30,T,Y18-24,MT	9.2 	: 	8.4 	9.2 
2008,GE30,T,Y18-24,PL	3.1 	2.2 	3.5 	2.2 
2008,GE30,T,Y18-24,RO	1.7 	0.9 	2.2 	: 
2008,GE30,T,Y18-24,SI	3.8 	6.4 u	3.3 	: 
2008,GE30,T,Y18-24,SK	2.4 	2.9 	2.3 	2.6 
2008,GE30,T,Y18-24,TR	2.8 	3.7 	2 	0.7 
2008,GE30,T,Y25-34,AT	7.4 	13.3 	7.3 	4.7 
2008,GE30,T,Y25-34,BE	8.5 	14.9 	9.3 	5.4 
2008,GE30,T,Y25-34,BG	6.8 	6.9 	7.3 	5.8 
2008,GE30,T,Y25-34,CY	8.6 	11.2 	8.5 	7.9 
2008,GE30,T,Y25-34,CZ	7.3 	9.1 u	6.9 	8.4 
2008,GE30,T,Y25-34,DE	10.9 	: c	12.2 	5.2 
2008,GE30,T,Y25-34,EE	10.3 	11.6 	10 	10.3 
2008,GE30,T,Y25-34,EL	9.4 	9 	12.6 	4.6 
2008,GE30,T,Y25-34,ES	9.7 	13.8 	8.7 	6.6 
2008,GE30,T,Y25-34,FR	8.2 	13.4 	10.2 	4.7 
2008,GE30,T,Y25-34,HU	11 	19 	12.7 	4.4 
2008,GE30,T,Y25-34,LV	5.9 	7 	7.3 	2.9 
2008,GE30,T,Y25-34,MT	20.4 	20 u	25.2 	9.5 
2008,GE30,T,Y25-34,PL	8.3 	10.9 	9.2 	6.4 
2008,GE30,T,Y25-34,RO	3.4 	2.8 	3.8 	2.4 
2008,GE30,T,Y25-34,SI	9.6 	19.3 u	11.4 	1.7 
2008,GE30,T,Y25-34,SK	6.7 	: 	7.5 	4.4 
2008,GE30,T,Y25-34,TR	8.9 	10.9 	6.5 	5.3 
2008,GE30,T,Y35-44,AT	10.6 	15.3 	10.1 	9.1 
2008,GE30,T,Y35-44,BE	14.1 	19.8 	17.5 	8.7 
2008,GE30,T,Y35-44,BG	12 	12.7 	12.9 	9.1 
2008,GE30,T,Y35-44,CY	13.9 	19.2 	13.7 	10.6 
2008,GE30,T,Y35-44,CZ	19.5 	: 	19.5 	14.6 u
2008,GE30,T,Y35-44,DE	14.5 	: c	15.7 	9.1 
2008,GE30,T,Y35-44,EE	15.4 	24.8 	14.6 	12.9 
2008,GE30,T,Y35-44,EL	15.2 	16.8 	16.8 	11.3 
2008,GE30,T,Y35-44,ES	14.4 	19.4 	12.6 	10 
2008,GE30,T,Y35-44,FR	10.7 	16.6 	11.3 	6.2 
2008,GE30,T,Y35-44,HU	17.6 	15.3 	18.8 	15.4 
2008,GE30,T,Y35-44,LV	13.9 	11.9 	14.9 	12.8 
2008,GE30,T,Y35-44,MT	19.3 	19.2 u	18.9 u	19.8 
2008,GE30,T,Y35-44,PL	13.7 	16.9 	14.5 	10.2 
2008,GE30,T,Y35-44,RO	6.9 	5 	7.2 	7.2 
2008,GE30,T,Y35-44,SI	15.2 	20.5 u	17.6 	6.8 
2008,GE30,T,Y35-44,SK	14.7 	: 	15.7 	10.8 
2008,GE30,T,Y35-44,TR	20.3 	21.7 	18.8 	12.9 
2008,GE30,T,Y45-54,AT	14.4 	20.3 	13.2 	12.2 
2008,GE30,T,Y45-54,BE	14.7 	20.7 	14.3 	9.3 
2008,GE30,T,Y45-54,BG	11.7 	11.6 	12.3 	10.1 
2008,GE30,T,Y45-54,CY	18.8 	22.7 	16.9 	17.2 
2008,GE30,T,Y45-54,CZ	22.1 	16.4 u	24.3 	11.2 u
2008,GE30,T,Y45-54,DE	17.7 	23.2 	19.3 	11.4 
2008,GE30,T,Y45-54,EE	22.5 	20.1 	22.9 	22.8 
2008,GE30,T,Y45-54,EL	20.8 	23.2 	22 	16.8 
2008,GE30,T,Y45-54,ES	17.1 	21.7 	13.5 	11.7 
2008,GE30,T,Y45-54,FR	13.6 	19.7 	12.9 	6.7 
2008,GE30,T,Y45-54,HU	27.3 	34.3 	26.5 	24.2 
2008,GE30,T,Y45-54,LV	21.1 	18.8 	23.3 	17.6 
2008,GE30,T,Y45-54,MT	24.3 u	27.9 u	22.6 	23.7 
2008,GE30,T,Y45-54,PL	20.4 	21.2 	21.7 	13.6 
2008,GE30,T,Y45-54,RO	12.1 	11.1 	12.7 	9.5 
2008,GE30,T,Y45-54,SI	21.1 	31.9 	20.1 	11.2 
2008,GE30,T,Y45-54,SK	16.8 	35.1 u	16.8 	10.9 
2008,GE30,T,Y45-54,TR	26.9 	29.5 	21 	15.1 
2008,GE30,T,Y55-64,AT	21.4 	28.4 	20.2 	16.3 
2008,GE30,T,Y55-64,BE	21.7 	26 	23 	14 
2008,GE30,T,Y55-64,BG	17.7 	17.7 	18.5 	15.3 
2008,GE30,T,Y55-64,CY	23.3 	27.7 	18.8 	14.6 
2008,GE30,T,Y55-64,CZ	29.5 	38.8 	29.6 	19.1 u
2008,GE30,T,Y55-64,DE	22.3 	28.4 	22.8 	17.1 
2008,GE30,T,Y55-64,EE	31.3 	40.2 	29.7 	19.1 
2008,GE30,T,Y55-64,EL	26.9 	28.7 	28 	20 
2008,GE30,T,Y55-64,ES	22.5 	27 	13.8 	15.1 
2008,GE30,T,Y55-64,FR	16.8 	19.9 	16.1 	10.8 
2008,GE30,T,Y55-64,HU	26.5 	34.4 	24.9 	22.1 
2008,GE30,T,Y55-64,LV	28.9 	23 	29.9 	33.2 
2008,GE30,T,Y55-64,MT	30.1 u	32.5 u	26 	31.9 
2008,GE30,T,Y55-64,PL	26.4 	33.5 	25.8 	17.4 
2008,GE30,T,Y55-64,RO	12.6 	11.8 	13.5 	10.5 
2008,GE30,T,Y55-64,SI	27.3 	32.3 	27.0 	18.1 u
2008,GE30,T,Y55-64,SK	27 	35.8 	27.9 	17.5 
2008,GE30,T,Y55-64,TR	27.2 	28.6 u	18.3 	20.8 
2008,GE30,T,Y65-74,AT	19.4 	25.1 	14.8 	17.6 
2008,GE30,T,Y65-74,BE	16.8 	19.7 	13.6 	13.6 
2008,GE30,T,Y65-74,BG	17.2 	16.7 	19.8 	12.1 
2008,GE30,T,Y65-74,CY	24.8 	26.6 	21.5 	19.3 
2008,GE30,T,Y65-74,CZ	31.5 	38.1 	31.3 	: 
2008,GE30,T,Y65-74,DE	20.1 	29.8 	17.1 	14.4 
2008,GE30,T,Y65-74,EE	28.7 	28.4 	30 	19.5 
2008,GE30,T,Y65-74,EL	29.4 	32.4 	23.5 	17.8 
2008,GE30,T,Y65-74,ES	25.4 	28.5 	15.6 	13.3 
2008,GE30,T,Y65-74,FR	18.5 	21.6 	14 	13 
2008,GE30,T,Y65-74,HU	29.2 	32.4 	26.6 	25.4 
2008,GE30,T,Y65-74,LV	29.6 	34.2 	26.5 	24.1 
2008,GE30,T,Y65-74,MT	31.5 u	34.6 u	23.9 	29.2 u
2008,GE30,T,Y65-74,PL	26.3 	27.3 	27.1 	19.9 
2008,GE30,T,Y65-74,RO	10.7 	9.6 	12.3 	12.5 
2008,GE30,T,Y65-74,SI	24.2 	23.6 	28.0 	7.2 u
2008,GE30,T,Y65-74,SK	30.1 	39.9 	28.5 	16.7 
2008,GE30,T,Y65-74,TR	27.4 u	27.4 u	27.4 u	25.9 u
2008,GE30,T,Y75-84,AT	14.2 	14.2 	14.9 	12.6 
2008,GE30,T,Y75-84,BE	16.1 	18.8 	12.7 	7.9 
2008,GE30,T,Y75-84,BG	13 	14.6 	10.2 	11.2 u
2008,GE30,T,Y75-84,CY	21.1 	21.6 	22.6 	9.6 u
2008,GE30,T,Y75-84,CZ	18.3 	30.3 	12.8 	: 
2008,GE30,T,Y75-84,DE	19.1 	: c	18.5 	17.7 
2008,GE30,T,Y75-84,EE	20.4 	20.7 	20.9 	15.1 
2008,GE30,T,Y75-84,EL	18.2 	19.8 	15.2 	5 
2008,GE30,T,Y75-84,ES	21.6 	23.5 	13.1 	5.3 
2008,GE30,T,Y75-84,FR	16.2 	17.9 	12.4 	7.1 
2008,GE30,T,Y75-84,HU	25.5 	28.7 	21.1 	17.5 u
2008,GE30,T,Y75-84,LV	24.6 	23.4 	24.4 	29.9 
2008,GE30,T,Y75-84,MT	27.1 u	28.7 u	17.7 u	: 
2008,GE30,T,Y75-84,PL	20.4 	21.7 	20 	13.3 
2008,GE30,T,Y75-84,RO	7.8 	7.6 	9.3 	5.2 
2008,GE30,T,Y75-84,SI	15.8 	19.8 	13.3 u	: 
2008,GE30,T,Y75-84,SK	21.5 	22.2 	19.4 	: 
2008,GE30,T,Y75-84,TR	16.6 u	16.1 u	: 	: 
2008,GE30,T,Y_GE85,AT	8.6 	11.5 	6.9 	: 
2008,GE30,T,Y_GE85,BE	8.4 	7.7 	10.2 	9.6 
2008,GE30,T,Y_GE85,BG	3.5 	: 	: 	: 
2008,GE30,T,Y_GE85,CY	16.6 	14.5 	: 	: 
2008,GE30,T,Y_GE85,CZ	23.5 u	: 	: 	: 
2008,GE30,T,Y_GE85,DE	: c	: c	: c	: c
2008,GE30,T,Y_GE85,EE	14.9 u	: 	: 	: 
2008,GE30,T,Y_GE85,EL	13.2 	12 	: 	: 
2008,GE30,T,Y_GE85,ES	17.7 u	19.5 u	2 u	4.4 u
2008,GE30,T,Y_GE85,FR	9.5 	11.3 	3.6 	2.8 
2008,GE30,T,Y_GE85,HU	10 	15.6 	: 	: 
2008,GE30,T,Y_GE85,LV	20 	24.9 u	: 	: 
2008,GE30,T,Y_GE85,PL	16.1 	18.2 	10.7 	10 u
2008,GE30,T,Y_GE85,RO	4.3 u	5.7 u	: 	: 
2008,GE30,T,Y_GE85,SK	13.6 u	17.1 u	: 	: 
2008,GE30,T,Y_GE85,TR	4.7 u	3.5 u	: 	: 
2008,LT18P5,F,TOTAL,AT	3.2 	2.1 	3.5 	4 
2008,LT18P5,F,TOTAL,BE	4.1 	3.2 	3.8 	5.3 
2008,LT18P5,F,TOTAL,BG	5 	2.9 	5.1 	7.8 
2008,LT18P5,F,TOTAL,CY	5.1 	2.1 	6 	8 
2008,LT18P5,F,TOTAL,CZ	4.3 	3.1 	4.3 	6 
2008,LT18P5,F,TOTAL,DE	3.5 	3.5 	3.3 	3.9 
2008,LT18P5,F,TOTAL,EE	4.3 	4.1 	4.1 	5.9 
2008,LT18P5,F,TOTAL,EL	3.2 	1.4 	4.8 	3.9 
2008,LT18P5,F,TOTAL,ES	3.5 	2.5 	4.6 	4.6 
2008,LT18P5,F,TOTAL,FR	5.2 	3.9 	5.2 	7 
2008,LT18P5,F,TOTAL,HU	4.9 	4.2 	5 	5.8 
2008,LT18P5,F,TOTAL,LV	3 	4.5 	2.7 	2.1 
2008,LT18P5,F,TOTAL,MT	3.2 u	1.6 u	3.3 	6.8 
2008,LT18P5,F,TOTAL,PL	3.8 	2.7 	4 	4.3 
2008,LT18P5,F,TOTAL,RO	3.1 	1.8 	3.5 	5.4 
2008,LT18P5,F,TOTAL,SI	2.5 	2.4 	3.1 	1.0 
2008,LT18P5,F,TOTAL,SK	4.5 	2.2 	4.3 	7 
2008,LT18P5,F,TOTAL,TR	4.6 u	3.3 u	8.5 	8.1 
2008,LT18P5,F,Y18-24,AT	8 	9.4 	7.9 	5.6 
2008,LT18P5,F,Y18-24,BE	7.1 	10.5 	4.7 	8.9 
2008,LT18P5,F,Y18-24,BG	21.8 	12.6 	22.4 	: 
2008,LT18P5,F,Y18-24,CY	14.1 	29.4 u	12 	13.3 
2008,LT18P5,F,Y18-24,CZ	12.9 	17.9 u	12.1 	: 
2008,LT18P5,F,Y18-24,DE	9.8 	: c	10 	: c
2008,LT18P5,F,Y18-24,EE	13.1 	13.2 	11.7 	21.4 u
2008,LT18P5,F,Y18-24,EL	12 	4.6 u	13.5 	11.4 u
2008,LT18P5,F,Y18-24,ES	13.8 	15.9 	13.1 	10.7 
2008,LT18P5,F,Y18-24,FR	12.7 	13.8 	11.9 	13.5 
2008,LT18P5,F,Y18-24,HU	15.4 	7.4 	18.4 	16.2 u
2008,LT18P5,F,Y18-24,LV	9.7 	14.9 	8.3 	6.9 
2008,LT18P5,F,Y18-24,MT	9.5 	: 	10.6 	8 
2008,LT18P5,F,Y18-24,PL	12.6 	13.2 	12.8 	10.5 
2008,LT18P5,F,Y18-24,RO	11.6 	9.3 	12.4 	15.8 u
2008,LT18P5,F,Y18-24,SI	9.1 	14.5 u	8.3 	: 
2008,LT18P5,F,Y18-24,SK	14.3 	9.1 	14.5 	18.7 
2008,LT18P5,F,Y18-24,TR	12 	8.6 u	17.3 	14.3 
2008,LT18P5,F,Y25-34,AT	5.9 	2.6 	6.1 	7.6 
2008,LT18P5,F,Y25-34,BE	6.9 	7.3 	6.4 	7.4 
2008,LT18P5,F,Y25-34,BG	10 	9.8 	6.3 	16.1 
2008,LT18P5,F,Y25-34,CY	9.5 	3.1 	9.7 	10.9 
2008,LT18P5,F,Y25-34,CZ	10.1 	: 	11.1 	9.4 u
2008,LT18P5,F,Y25-34,DE	5.5 	: c	5.6 	: c
2008,LT18P5,F,Y25-34,EE	8.5 	7.7 	8.7 	8.3 
2008,LT18P5,F,Y25-34,EL	6.2 	6.1 	7.3 	4.7 
2008,LT18P5,F,Y25-34,ES	5.4 	4.4 	4.5 	6.8 
2008,LT18P5,F,Y25-34,FR	6.1 	9.5 	4.1 	6.8 
2008,LT18P5,F,Y25-34,HU	9.1 	18.5 u	6.8 	9.7 
2008,LT18P5,F,Y25-34,LV	6.8 	10.9 	7 	4.9 
2008,LT18P5,F,Y25-34,MT	6.2 	: 	4.2 	10.5 
2008,LT18P5,F,Y25-34,PL	6.7 	9.1 	6.4 	6.8 
2008,LT18P5,F,Y25-34,RO	5.1 	1.9 	4.6 	9.5 
2008,LT18P5,F,Y25-34,SI	4.0 	: 	4.9 	3.4 
2008,LT18P5,F,Y25-34,SK	8.3 	: 	6.8 	11.2 
2008,LT18P5,F,Y25-34,TR	5.5 	4.8 u	4.3 	11.1 
2008,LT18P5,F,Y35-44,AT	2.9 	3 	2.2 	4.1 
2008,LT18P5,F,Y35-44,BE	4.3 	4 	3.1 	5.3 
2008,LT18P5,F,Y35-44,BG	3.2 	: 	2.4 	6.4 
2008,LT18P5,F,Y35-44,CY	4.2 	2 	3.8 	6.3 
2008,LT18P5,F,Y35-44,CZ	2.6 	: 	3.1 	: 
2008,LT18P5,F,Y35-44,DE	2.7 	: c	: c	: c
2008,LT18P5,F,Y35-44,EE	4.5 	5.2 u	4.3 	5.6 
2008,LT18P5,F,Y35-44,EL	2 	2.6 	1.5 	2.3 
2008,LT18P5,F,Y35-44,ES	3.3 	2.2 	3.3 	4.4 
2008,LT18P5,F,Y35-44,FR	6.1 	3.4 	5.7 	8 
2008,LT18P5,F,Y35-44,HU	4.8 	7.5 	3.3 	6.4 
2008,LT18P5,F,Y35-44,LV	0.6 	: 	0.8 	0.5 
2008,LT18P5,F,Y35-44,MT	1.4 u	: 	0.6 u	5.3 u
2008,LT18P5,F,Y35-44,PL	2.3 	3.1 	2.1 	2.7 
2008,LT18P5,F,Y35-44,RO	2.1 	2.1 	2 	3 
2008,LT18P5,F,Y35-44,SI	2.3 	4.8 u	3.0 	: 
2008,LT18P5,F,Y35-44,SK	3.7 	: 	4.3 	1.1 
2008,LT18P5,F,Y35-44,TR	2.5 	2.2 u	1.5 	7.5 
2008,LT18P5,F,Y45-54,AT	2 	1 	2.4 	2.4 
2008,LT18P5,F,Y45-54,BE	3.3 	3.1 	3.1 	3.7 
2008,LT18P5,F,Y45-54,BG	1.5 	1 	1.9 	0.9 
2008,LT18P5,F,Y45-54,CY	2.3 	0.8 	3.3 	2.5 
2008,LT18P5,F,Y45-54,CZ	0.8 	: 	: 	: 
2008,LT18P5,F,Y45-54,DE	2.7 	: c	: c	: c
2008,LT18P5,F,Y45-54,EE	1 	3.9 	0.8 	: 
2008,LT18P5,F,Y45-54,EL	1.7 	2 	1.1 	2.2 
2008,LT18P5,F,Y45-54,ES	1.1 	1.1 	1.3 	1 
2008,LT18P5,F,Y45-54,FR	3.4 	3.1 	2.2 	5.6 
2008,LT18P5,F,Y45-54,HU	2.3 	3.4 	2.4 	1 
2008,LT18P5,F,Y45-54,LV	0.9 	3.4 	0.9 	: 
2008,LT18P5,F,Y45-54,MT	0.7 u	: 	0.6 u	4.2 u
2008,LT18P5,F,Y45-54,PL	1.7 	0.8 	1.9 	1.5 
2008,LT18P5,F,Y45-54,RO	1.1 	0.5 	1.4 	0.8 
2008,LT18P5,F,Y45-54,SI	0.4 	: 	0.8 	: 
2008,LT18P5,F,Y45-54,SK	1.5 	: 	1 	4.4 
2008,LT18P5,F,Y45-54,TR	0.5 u	0.3 u	2.4 	: 
2008,LT18P5,F,Y55-64,AT	1.4 	0.8 	1.6 	1.8 
2008,LT18P5,F,Y55-64,BE	1.4 	0.5 	2.7 	1.3 
2008,LT18P5,F,Y55-64,BG	1 	: 	1.5 	1 
2008,LT18P5,F,Y55-64,CY	1 	0.7 	2.1 	: 
2008,LT18P5,F,Y55-64,DE	: c	: c	: c	: c
2008,LT18P5,F,Y55-64,EE	0.6 	1.5 	0.5 	: 
2008,LT18P5,F,Y55-64,EL	0.5 	0.6 	: 	0.9 
2008,LT18P5,F,Y55-64,ES	0.6 	0.6 	0.8 	0.5 
2008,LT18P5,F,Y55-64,FR	1.9 	1.8 	1.6 	2.7 
2008,LT18P5,F,Y55-64,HU	1.9 	2.7 	1.4 	2.1 
2008,LT18P5,F,Y55-64,LV	1.4 	3.7 	0.8 	1.1 
2008,LT18P5,F,Y55-64,MT	1.9 u	1.2 u	3.5 	: 
2008,LT18P5,F,Y55-64,PL	1.2 	1.4 	1 	1.7 
2008,LT18P5,F,Y55-64,RO	0.5 	0.1 	0.9 	1 
2008,LT18P5,F,Y55-64,SI	0.7 	1.8 	: 	: 
2008,LT18P5,F,Y55-64,SK	0.5 	1.8 u	: 	1.4 
2008,LT18P5,F,Y55-64,TR	0.9 u	0.9 u	1.7 u	: 
2008,LT18P5,F,Y65-74,AT	0.6 	0.8 	0.5 	0.4 
2008,LT18P5,F,Y65-74,BE	1.6 	1.5 	2.2 	0.7 
