time,bmi,sex,age,geo\isced97	TOTAL 	ED0-2 	ED3_4 	ED5_6 
2008,LT18P5,F,Y65-74,BG	0.7 	0.8 	0.6 	: 
2008,LT18P5,F,Y65-74,CY	0.3 	: 	1.3 	: 
2008,LT18P5,F,Y65-74,CZ	1.5 	: 	2.4 	: 
2008,LT18P5,F,Y65-74,DE	: c	: c	: c	: c
2008,LT18P5,F,Y65-74,EE	1.4 	1.2 	1.7 	: 
2008,LT18P5,F,Y65-74,EL	0.8 	0.4 	0.9 	5.6 u
2008,LT18P5,F,Y65-74,ES	0.6 	0.4 	2.1 	0.9 
2008,LT18P5,F,Y65-74,FR	2.2 	1.8 	3.4 	1.7 
2008,LT18P5,F,Y65-74,HU	1.7 	1.6 	2.7 	: 
2008,LT18P5,F,Y65-74,LV	0.9 	0.9 	0.6 	1.9 
2008,LT18P5,F,Y65-74,MT	0.7 u	0.9 u	: 	: 
2008,LT18P5,F,Y65-74,PL	1.2 	1.2 	1.2 	0.5 
2008,LT18P5,F,Y65-74,RO	0.9 	1.1 	0.6 	: 
2008,LT18P5,F,Y65-74,SK	0.3 	: 	0.6 	: 
2008,LT18P5,F,Y65-74,TR	2.5 u	2.4 u	: 	: 
2008,LT18P5,F,Y75-84,AT	1.3 	1.3 	1.5 	: 
2008,LT18P5,F,Y75-84,BE	3.6 	3.6 	4.1 	4 u
2008,LT18P5,F,Y75-84,BG	1.5 	1.7 	1.2 	: 
2008,LT18P5,F,Y75-84,CY	2.6 	2.4 	4.3 u	: 
2008,LT18P5,F,Y75-84,DE	: c	: c	: c	: c
2008,LT18P5,F,Y75-84,EE	1.6 	2.4 	0.4 	: 
2008,LT18P5,F,Y75-84,EL	1.1 	1 	2 u	: 
2008,LT18P5,F,Y75-84,ES	1.2 u	1.3 u	: 	: 
2008,LT18P5,F,Y75-84,FR	4.3 	3.4 	8.1 	8.8 
2008,LT18P5,F,Y75-84,HU	1.4 	2 	: 	: 
2008,LT18P5,F,Y75-84,LV	1 	1.9 	: 	: 
2008,LT18P5,F,Y75-84,MT	3.9 u	4.8 u	: 	: 
2008,LT18P5,F,Y75-84,PL	1.2 	0.5 	2.5 	2.8 
2008,LT18P5,F,Y75-84,RO	1.7 	1.4 	3.6 	: 
2008,LT18P5,F,Y75-84,SI	0.6 	: 	: 	: 
2008,LT18P5,F,Y75-84,SK	0.5 	: 	1.2 	: 
2008,LT18P5,F,Y75-84,TR	2.9 u	3.1 u	: 	: 
2008,LT18P5,F,Y_GE85,AT	3.5 	3.6 	2.3 u	: 
2008,LT18P5,F,Y_GE85,BE	7.4 	7.2 	8.3 	8 
2008,LT18P5,F,Y_GE85,CY	9 u	5.9 u	: 	: 
2008,LT18P5,F,Y_GE85,DE	: c	: c	: c	: c
2008,LT18P5,F,Y_GE85,ES	2.2 u	1.5 u	: 	: 
2008,LT18P5,F,Y_GE85,FR	9.6 	8.9 	18 	0.8 u
2008,LT18P5,F,Y_GE85,HU	5.2 	5.3 u	: 	: 
2008,LT18P5,F,Y_GE85,LV	1.6 	2.2 u	: 	: 
2008,LT18P5,F,Y_GE85,PL	2.8 	2.7 	3.6 	: 
2008,LT18P5,F,Y_GE85,RO	1.9 u	2.3 u	: 	: 
2008,LT18P5,F,Y_GE85,TR	2.1 u	2.3 u	: 	: 
2008,LT18P5,M,TOTAL,AT	0.8 	1.6 	0.6 	0.7 
2008,LT18P5,M,TOTAL,BE	1.4 	1.8 	1.5 	0.9 
2008,LT18P5,M,TOTAL,BG	0.9 	1.2 	0.7 	0.9 
2008,LT18P5,M,TOTAL,CY	0.5 	0.5 	0.6 	0.4 
2008,LT18P5,M,TOTAL,CZ	0.6 	0.6 	0.5 	0.8 
2008,LT18P5,M,TOTAL,DE	0.8 	: c	: c	: c
2008,LT18P5,M,TOTAL,EE	1.2 	1.9 	1 	0.4 
2008,LT18P5,M,TOTAL,EL	0.3 	0.3 	0.3 	0.5 
2008,LT18P5,M,TOTAL,ES	0.6 	0.8 	0.6 	0.2 
2008,LT18P5,M,TOTAL,FR	1.2 	1.7 	1.1 	0.8 
2008,LT18P5,M,TOTAL,HU	1.6 	3.3 	1.2 	1 
2008,LT18P5,M,TOTAL,LV	0.6 	0.9 	0.6 	0.2 
2008,LT18P5,M,TOTAL,MT	1.3 	0.6 u	1.6 	1.8 
2008,LT18P5,M,TOTAL,PL	0.7 	1.6 	0.6 	0.3 
2008,LT18P5,M,TOTAL,RO	0.6 	1 	0.5 	0.2 
2008,LT18P5,M,TOTAL,SI	0.7 	3.4 	0.2 	: 
2008,LT18P5,M,TOTAL,SK	0.6 	2.7 	0.5 	0.2 
2008,LT18P5,M,TOTAL,TR	1.7 	1.5 	2 	2 
2008,LT18P5,M,Y18-24,AT	2.8 	5.8 	1.3 	7.5 
2008,LT18P5,M,Y18-24,BE	5.2 	4.5 	8.5 	0.8 
2008,LT18P5,M,Y18-24,BG	3.5 	6.8 	2.3 	: 
2008,LT18P5,M,Y18-24,CY	1.9 	3.5 	1.8 	: 
2008,LT18P5,M,Y18-24,CZ	1.5 	: 	2.1 	: 
2008,LT18P5,M,Y18-24,DE	: c	: c	: c	: c
2008,LT18P5,M,Y18-24,EE	4.1 	4.5 	3.9 	3.7 u
2008,LT18P5,M,Y18-24,EL	1.7 	4.2 u	0.6 	: 
2008,LT18P5,M,Y18-24,ES	3.1 	3.5 	2.7 	2.4 
2008,LT18P5,M,Y18-24,FR	5.1 	8.8 	3.4 	5.8 
2008,LT18P5,M,Y18-24,HU	6.6 	10.4 	5.5 	: 
2008,LT18P5,M,Y18-24,LV	1.7 	1.5 	2 	: 
2008,LT18P5,M,Y18-24,MT	4.5 	: 	3.7 	5.4 u
2008,LT18P5,M,Y18-24,PL	2.6 	3.4 	2.1 	4.5 
2008,LT18P5,M,Y18-24,RO	1.4 	1.3 	1.6 	: 
2008,LT18P5,M,Y18-24,SI	2.8 	7.3 u	1.7 	: 
2008,LT18P5,M,Y18-24,SK	2 	4.4 	1.7 	: 
2008,LT18P5,M,Y18-24,TR	4.5 	5 	4.1 	4.8 
2008,LT18P5,M,Y25-34,AT	0.4 	0.8 	0.4 	: 
2008,LT18P5,M,Y25-34,BE	2 	2.3 	1 	2.5 
2008,LT18P5,M,Y25-34,BG	1.2 	1.8 	0.7 	2.1 
2008,LT18P5,M,Y25-34,CY	0.7 	: 	0.5 	1.3 
2008,LT18P5,M,Y25-34,CZ	0.4 	: 	0.6 	: 
2008,LT18P5,M,Y25-34,DE	: c	: c	: c	: c
2008,LT18P5,M,Y25-34,EE	1.2 	2.6 	1 	: 
2008,LT18P5,M,Y25-34,EL	0.6 	: 	0.4 	1.3 
2008,LT18P5,M,Y25-34,ES	0.5 	0.9 	0.6 	: 
2008,LT18P5,M,Y25-34,FR	1.3 	2.7 	1.4 	0.7 
2008,LT18P5,M,Y25-34,HU	1.4 	4.1 	1 	1.1 
2008,LT18P5,M,Y25-34,LV	0.2 	0.8 	: 	: 
2008,LT18P5,M,Y25-34,MT	2 	: 	1.6 	3.4 
2008,LT18P5,M,Y25-34,PL	0.4 	1.9 	0.3 	0.1 
2008,LT18P5,M,Y25-34,RO	0.1 	0.7 	: 	: 
2008,LT18P5,M,Y25-34,SK	0.6 	: 	0.6 	0.7 
2008,LT18P5,M,Y25-34,TR	1.1 	1 	0.6 	2.1 
2008,LT18P5,M,Y35-44,AT	0.5 	1.4 	0.5 	: 
2008,LT18P5,M,Y35-44,BE	0.9 	2.9 	0.1 	0.8 
2008,LT18P5,M,Y35-44,BG	0.3 	1.5 	: 	: 
2008,LT18P5,M,Y35-44,DE	: c	: c	: c	: c
2008,LT18P5,M,Y35-44,EE	0.2 	: 	0.2 	: 
2008,LT18P5,M,Y35-44,ES	0.2 	0.6 	: 	: 
2008,LT18P5,M,Y35-44,FR	0.4 	0.9 	0.4 	0.1 
2008,LT18P5,M,Y35-44,HU	0.5 	: 	0.8 	: 
2008,LT18P5,M,Y35-44,LV	0.2 	1 	: 	: 
2008,LT18P5,M,Y35-44,MT	0.5 	: 	0.8 	: 
2008,LT18P5,M,Y35-44,PL	0.2 	: 	0.3 	: 
2008,LT18P5,M,Y35-44,RO	0.3 	: 	0.3 	: 
2008,LT18P5,M,Y35-44,SI	0.6 	4.2 u	: 	: 
2008,LT18P5,M,Y35-44,TR	0.9 	0.7 	1.2 	1 
2008,LT18P5,M,Y45-54,AT	0.2 	: 	0.1 	0.4 
2008,LT18P5,M,Y45-54,BE	0.5 	1 	: 	0.4 
2008,LT18P5,M,Y45-54,BG	0.7 	: 	1.1 	: 
2008,LT18P5,M,Y45-54,CY	0.2 	0.6 	: 	: 
2008,LT18P5,M,Y45-54,CZ	1.3 	: 	0.8 	: 
2008,LT18P5,M,Y45-54,DE	: c	: c	: c	: c
2008,LT18P5,M,Y45-54,EE	0.8 	1.2 	0.7 	: 
2008,LT18P5,M,Y45-54,EL	0.2 	: 	0.5 	: 
2008,LT18P5,M,Y45-54,ES	0.1 	0.2 	: 	0.1 
2008,LT18P5,M,Y45-54,FR	0.9 	1.8 	0.6 	0.2 
2008,LT18P5,M,Y45-54,HU	0.8 	3.7 	0.4 	: 
2008,LT18P5,M,Y45-54,LV	0.5 	: 	0.9 	: 
2008,LT18P5,M,Y45-54,PL	0.2 	0.4 	0.2 	: 
2008,LT18P5,M,Y45-54,RO	0.4 	: 	0.5 	0.6 
2008,LT18P5,M,Y45-54,SI	0.3 	1.6 u	: 	: 
2008,LT18P5,M,Y45-54,SK	0.5 	: 	0.3 	: 
2008,LT18P5,M,Y45-54,TR	0.7 	0.5 	1.2 	1.7 
2008,LT18P5,M,Y55-64,AT	0.4 	0.6 	0.6 	: 
2008,LT18P5,M,Y55-64,BE	0.6 	0.1 	1.8 	0.2 
2008,LT18P5,M,Y55-64,DE	: c	: c	: c	: c
2008,LT18P5,M,Y55-64,ES	0.2 	0.4 	: 	: 
2008,LT18P5,M,Y55-64,FR	0.3 	0.4 	0.3 	: 
2008,LT18P5,M,Y55-64,HU	0.4 	: 	0.6 	: 
2008,LT18P5,M,Y55-64,LV	0.4 	1.3 	: 	: 
2008,LT18P5,M,Y55-64,MT	0.8 	: 	2 	: 
2008,LT18P5,M,Y55-64,PL	0.5 	1 	0.5 	: 
2008,LT18P5,M,Y55-64,RO	0.6 	1.3 	0.3 	: 
2008,LT18P5,M,Y55-64,SI	1.0 	4.7 u	: 	: 
2008,LT18P5,M,Y55-64,SK	0.3 	: 	0.3 	: 
2008,LT18P5,M,Y55-64,TR	1.6 	1.6 	1.6 	1.5 
2008,LT18P5,M,Y65-74,AT	0.5 	0.4 	0.7 	0.2 
2008,LT18P5,M,Y65-74,BE	1.1 	2 	0.1 	: 
2008,LT18P5,M,Y65-74,CY	0.6 	: 	2.5 	: 
2008,LT18P5,M,Y65-74,CZ	0.7 	: 	: 	: 
2008,LT18P5,M,Y65-74,DE	: c	: c	: c	: c
2008,LT18P5,M,Y65-74,EE	0.6 	1.4 	: 	: 
2008,LT18P5,M,Y65-74,EL	0.2 	0.3 	: 	: 
2008,LT18P5,M,Y65-74,ES	0.3 	: 	1.4 	0.8 
2008,LT18P5,M,Y65-74,FR	0.8 	0.7 	1.2 	: 
2008,LT18P5,M,Y65-74,HU	0.3 	0.8 	: 	: 
2008,LT18P5,M,Y65-74,LV	1 	0.7 	0.9 	2.5 u
2008,LT18P5,M,Y65-74,MT	1.5 u	1.3 u	2.4 u	: 
2008,LT18P5,M,Y65-74,PL	0.3 	0.8 	0.1 	: 
2008,LT18P5,M,Y65-74,RO	0.5 	1 	: 	: 
2008,LT18P5,M,Y65-74,TR	1.4 	1.6 	: 	: 
2008,LT18P5,M,Y75-84,AT	1.2 	1.3 	0.1 	3 
2008,LT18P5,M,Y75-84,BE	1.6 	2.4 	0.8 	: 
2008,LT18P5,M,Y75-84,BG	1.1 	: 	: 	7.1 u
2008,LT18P5,M,Y75-84,CY	0.6 	0.9 	: 	: 
2008,LT18P5,M,Y75-84,DE	: c	: c	: c	: c
2008,LT18P5,M,Y75-84,EE	1.3 	0.8 	2.3 	: 
2008,LT18P5,M,Y75-84,ES	1.1 	1.1 	: 	2.3 
2008,LT18P5,M,Y75-84,FR	0.4 	0.3 	0.6 	: 
2008,LT18P5,M,Y75-84,HU	3 	2.1 u	: 	10.9 u
2008,LT18P5,M,Y75-84,LV	0.6 	1 	: 	: 
2008,LT18P5,M,Y75-84,PL	1.6 	2.2 	1.5 	: 
2008,LT18P5,M,Y75-84,RO	2.1 	2.2 	1.7 	1.8 u
2008,LT18P5,M,Y75-84,SI	2.0 	: 	: 	: 
2008,LT18P5,M,Y75-84,TR	2.8 u	2.4 u	: 	: 
2008,LT18P5,M,Y_GE85,AT	9.6 	7.4 u	2.6 u	: 
2008,LT18P5,M,Y_GE85,BE	3.1 	2.8 	2.1 	5.4 
2008,LT18P5,M,Y_GE85,BG	3.2 u	: 	: 	: 
2008,LT18P5,M,Y_GE85,CY	4.9 u	6.2 u	: 	: 
2008,LT18P5,M,Y_GE85,DE	: c	: c	: c	: c
2008,LT18P5,M,Y_GE85,ES	0.7 	0.8 	: 	: 
2008,LT18P5,M,Y_GE85,FR	3.2 	2.4 	7.5 	: 
2008,LT18P5,M,Y_GE85,HU	2.3 u	: 	: 	: 
2008,LT18P5,M,Y_GE85,PL	1.7 	1.9 	2.4 u	: 
2008,LT18P5,M,Y_GE85,TR	16.9 u	18.7 u	: 	: 
2008,LT18P5,T,TOTAL,AT	2 	2 	2 	2.1 
2008,LT18P5,T,TOTAL,BE	2.8 	2.6 	2.7 	3.2 
2008,LT18P5,T,TOTAL,BG	3.1 	2.2 	2.9 	5 
2008,LT18P5,T,TOTAL,CY	2.9 	1.4 	3.3 	4.3 
2008,LT18P5,T,TOTAL,CZ	2.5 	2.3 	2.4 	3.3 
2008,LT18P5,T,TOTAL,DE	2.1 	3 	2 	1.7 
2008,LT18P5,T,TOTAL,EE	2.9 	3 	2.7 	3.9 
2008,LT18P5,T,TOTAL,EL	1.8 	0.9 	2.6 	2 
2008,LT18P5,T,TOTAL,ES	2 	1.6 	2.6 	2.4 
2008,LT18P5,T,TOTAL,FR	3.3 	3 	3.1 	4.2 
2008,LT18P5,T,TOTAL,HU	3.3 	3.9 	3 	3.8 
2008,LT18P5,T,TOTAL,LV	1.9 	2.7 	1.7 	1.5 
2008,LT18P5,T,TOTAL,MT	2.3 u	1.1 u	2.4 	4.2 
2008,LT18P5,T,TOTAL,PL	2.4 	2.2 	2.3 	2.7 
2008,LT18P5,T,TOTAL,RO	1.9 	1.5 	2 	2.9 
2008,LT18P5,T,TOTAL,SI	1.6 	2.8 	1.5 	0.5 
2008,LT18P5,T,TOTAL,SK	2.6 	2.3 	2.4 	3.8 
2008,LT18P5,T,TOTAL,TR	3.1 	2.5 	4.6 	4.2 
2008,LT18P5,T,Y18-24,AT	5.4 	7.7 	4.5 	6.5 
2008,LT18P5,T,Y18-24,BE	6.2 	6.8 	6.7 	5.8 
2008,LT18P5,T,Y18-24,BG	12.5 	9.6 	11.8 	34.4 u
2008,LT18P5,T,Y18-24,CY	8.4 	13.8 	6.9 	9.8 
2008,LT18P5,T,Y18-24,CZ	7.4 	10 u	6.9 	: 
2008,LT18P5,T,Y18-24,DE	6.3 	6.8 	6.1 	: c
2008,LT18P5,T,Y18-24,EE	8.5 	7.8 	8 	14.5 
2008,LT18P5,T,Y18-24,EL	7 	4.3 	7.1 	9.3 
2008,LT18P5,T,Y18-24,ES	8.3 	8.8 	8.4 	6.9 
2008,LT18P5,T,Y18-24,FR	8.9 	11.1 	7.6 	10.3 
2008,LT18P5,T,Y18-24,HU	10.7 	9 	11.5 	10 u
2008,LT18P5,T,Y18-24,LV	5.6 	7.1 	5 	5 
2008,LT18P5,T,Y18-24,MT	6.9 	: 	6.8 	6.9 
2008,LT18P5,T,Y18-24,PL	7.7 	7.5 	7.6 	8.3 
2008,LT18P5,T,Y18-24,RO	6.7 	5.8 	6.9 	9.9 
2008,LT18P5,T,Y18-24,SI	5.8 	10.6 u	4.8 	: 
2008,LT18P5,T,Y18-24,SK	8.1 	6.5 	7.7 	11.8 
2008,LT18P5,T,Y18-24,TR	8.2 	7.1 	9.6 	8.9 
2008,LT18P5,T,Y25-34,AT	3.1 	1.9 	3.2 	3.7 
2008,LT18P5,T,Y25-34,BE	4.6 	4.9 	3.6 	5.3 
2008,LT18P5,T,Y25-34,BG	5.6 	5.9 	3.1 	10.6 
2008,LT18P5,T,Y25-34,CY	5.3 	1.3 	5.1 	6.8 
2008,LT18P5,T,Y25-34,CZ	5 	: 	5.2 	5.4 
2008,LT18P5,T,Y25-34,DE	3.5 	: c	3.4 	4 
2008,LT18P5,T,Y25-34,EE	4.9 	4.6 	4.8 	5.4 
2008,LT18P5,T,Y25-34,EL	3.3 	2.6 	3.8 	3 
2008,LT18P5,T,Y25-34,ES	2.9 	2.4 	2.4 	3.7 
2008,LT18P5,T,Y25-34,FR	3.8 	6.2 	2.7 	4.1 
2008,LT18P5,T,Y25-34,HU	5.2 	11.1 	3.6 	6.4 
2008,LT18P5,T,Y25-34,LV	3.5 	4.5 	3.2 	3.1 
2008,LT18P5,T,Y25-34,MT	4.3 	5 u	3.1 	7.1 
2008,LT18P5,T,Y25-34,PL	3.7 	5 	3.3 	4.1 
2008,LT18P5,T,Y25-34,RO	2.8 	1.4 	2.4 	5.2 
2008,LT18P5,T,Y25-34,SI	1.9 	: 	2.1 	2.0 
2008,LT18P5,T,Y25-34,SK	4.4 	: 	3.6 	6.1 
2008,LT18P5,T,Y25-34,TR	3.2 	3 	2.1 	5.6 
2008,LT18P5,T,Y35-44,AT	1.7 	2.4 	1.3 	2 
2008,LT18P5,T,Y35-44,BE	2.6 	3.4 	1.5 	3.3 
2008,LT18P5,T,Y35-44,BG	1.8 	0.8 	1.2 	4.1 
2008,LT18P5,T,Y35-44,CY	2.1 	1 	2.1 	3 
2008,LT18P5,T,Y35-44,CZ	1.4 	: 	1.7 	: 
2008,LT18P5,T,Y35-44,DE	1.5 	: c	: c	: c
2008,LT18P5,T,Y35-44,EE	2.4 	1.7 	2.3 	3.7 
2008,LT18P5,T,Y35-44,EL	1 	1.1 	0.8 	1.2 
2008,LT18P5,T,Y35-44,ES	1.7 	1.3 	1.6 	2.3 
2008,LT18P5,T,Y35-44,FR	3.3 	2.2 	2.9 	4.6 
2008,LT18P5,T,Y35-44,HU	2.7 	3.6 	1.9 	4.2 
2008,LT18P5,T,Y35-44,LV	0.4 	0.7 	0.4 	0.4 
2008,LT18P5,T,Y35-44,MT	1 	: 	0.7 u	2.5 
2008,LT18P5,T,Y35-44,PL	1.3 	1.5 	1.2 	1.7 
2008,LT18P5,T,Y35-44,RO	1.3 	1.2 	1.2 	1.6 
2008,LT18P5,T,Y35-44,SI	1.4 	4.5 u	1.3 	: 
2008,LT18P5,T,Y35-44,SK	1.8 	: 	2 	0.6 
2008,LT18P5,T,Y35-44,TR	1.6 	1.5 	1.3 	3.1 
2008,LT18P5,T,Y45-54,AT	1.1 	0.7 	1.2 	1.3 
2008,LT18P5,T,Y45-54,BE	1.9 	2 	1.6 	2 
2008,LT18P5,T,Y45-54,BG	1.1 	0.5 	1.5 	0.6 
2008,LT18P5,T,Y45-54,CY	1.3 	0.7 	1.7 	1.2 
2008,LT18P5,T,Y45-54,CZ	1.1 	: 	0.4 	8.4 u
2008,LT18P5,T,Y45-54,DE	1.4 	: c	: c	: c
2008,LT18P5,T,Y45-54,EE	0.9 	2.4 	0.8 	: 
2008,LT18P5,T,Y45-54,EL	0.9 	1.1 	0.8 	0.8 
2008,LT18P5,T,Y45-54,ES	0.6 	0.7 	0.7 	0.5 
2008,LT18P5,T,Y45-54,FR	2.2 	2.6 	1.4 	3.3 
2008,LT18P5,T,Y45-54,HU	1.6 	3.5 	1.4 	0.5 
2008,LT18P5,T,Y45-54,LV	0.7 	1.3 	0.9 	: 
2008,LT18P5,T,Y45-54,MT	0.4 u	: 	0.3 	1.7 
2008,LT18P5,T,Y45-54,PL	1 	0.6 	1.1 	1 
2008,LT18P5,T,Y45-54,RO	0.8 	0.3 	0.9 	0.7 
2008,LT18P5,T,Y45-54,SI	0.4 	0.8 	0.3 	: 
2008,LT18P5,T,Y45-54,SK	1 	2.3 u	0.6 	2.1 
2008,LT18P5,T,Y45-54,TR	0.6 	0.4 	1.6 	1.1 
2008,LT18P5,T,Y55-64,AT	0.9 	0.8 	1.1 	0.6 
2008,LT18P5,T,Y55-64,BE	1 	0.3 	2.3 	0.6 
2008,LT18P5,T,Y55-64,BG	0.5 	: 	0.8 	0.6 
2008,LT18P5,T,Y55-64,CY	0.5 	0.4 	1 	: 
2008,LT18P5,T,Y55-64,DE	: c	: c	: c	: c
2008,LT18P5,T,Y55-64,EE	0.4 	0.7 	0.3 	: 
2008,LT18P5,T,Y55-64,EL	0.3 	0.3 	: 	0.4 
2008,LT18P5,T,Y55-64,ES	0.4 	0.5 	0.4 	0.2 
2008,LT18P5,T,Y55-64,FR	1.1 	1.2 	0.9 	1.3 
2008,LT18P5,T,Y55-64,HU	1.2 	1.9 	1 	1.1 
2008,LT18P5,T,Y55-64,LV	1 	2.4 	0.5 	0.7 
2008,LT18P5,T,Y55-64,MT	1.4 u	0.7 u	2.7 	: 
2008,LT18P5,T,Y55-64,PL	0.9 	1.3 	0.8 	0.9 
2008,LT18P5,T,Y55-64,RO	0.5 	0.5 	0.6 	0.5 
2008,LT18P5,T,Y55-64,SI	0.9 	2.8 	: 	: 
2008,LT18P5,T,Y55-64,SK	0.4 	1.2 	0.2 	0.8 
2008,LT18P5,T,Y55-64,TR	1.3 	1.3 u	1.6 	1.1 
2008,LT18P5,T,Y65-74,AT	0.5 	0.6 	0.6 	0.3 
2008,LT18P5,T,Y65-74,BE	1.3 	1.7 	1.2 	0.3 
2008,LT18P5,T,Y65-74,BG	0.4 	0.5 	0.4 	: 
2008,LT18P5,T,Y65-74,CY	0.4 	: 	1.9 	: 
2008,LT18P5,T,Y65-74,CZ	1.2 	1.2 	1.3 	: 
2008,LT18P5,T,Y65-74,DE	: c	: c	: c	: c
2008,LT18P5,T,Y65-74,EE	1.1 	1.3 	1 	: 
2008,LT18P5,T,Y65-74,EL	0.5 	0.4 	0.5 	1.5 
2008,LT18P5,T,Y65-74,ES	0.5 	0.2 	1.7 	0.8 
2008,LT18P5,T,Y65-74,FR	1.6 	1.4 	2.3 	0.7 
2008,LT18P5,T,Y65-74,HU	1.1 	1.3 	1.3 	: 
2008,LT18P5,T,Y65-74,LV	1 	0.8 	0.7 	2.2 
2008,LT18P5,T,Y65-74,MT	1.1 u	1.1 u	1.5 	: 
2008,LT18P5,T,Y65-74,PL	0.8 	1.1 	0.7 	0.3 
2008,LT18P5,T,Y65-74,RO	0.7 	1.1 	0.3 	: 
2008,LT18P5,T,Y65-74,SK	0.2 	: 	0.3 	: 
2008,LT18P5,T,Y65-74,TR	1.9 u	2 u	2.2 u	: 
2008,LT18P5,T,Y75-84,AT	1.2 	1.3 	0.9 	1.9 
2008,LT18P5,T,Y75-84,BE	2.8 	3.1 	2.7 	1.8 
2008,LT18P5,T,Y75-84,BG	1.3 	1.1 	0.8 	4.3 u
2008,LT18P5,T,Y75-84,CY	1.7 	1.9 	1.7 	: 
2008,LT18P5,T,Y75-84,DE	: c	: c	: c	: c
2008,LT18P5,T,Y75-84,EE	1.5 	2 	0.9 	: 
2008,LT18P5,T,Y75-84,EL	0.6 	0.6 	0.9 	: 
2008,LT18P5,T,Y75-84,ES	1.2 	1.2 	: 	1.6 
2008,LT18P5,T,Y75-84,FR	2.7 	2.3 	4.5 	3.1 
2008,LT18P5,T,Y75-84,HU	2 	2 	: 	7.6 u
2008,LT18P5,T,Y75-84,LV	0.9 	1.6 	: 	: 
2008,LT18P5,T,Y75-84,MT	2.1 u	3 u	: 	: 
2008,LT18P5,T,Y75-84,PL	1.3 	0.9 	2.1 	1.2 
2008,LT18P5,T,Y75-84,RO	1.8 	1.7 	2.7 	1.1 
2008,LT18P5,T,Y75-84,SI	1.1 	1.3 	1.1 u	: 
2008,LT18P5,T,Y75-84,SK	0.3 	: 	0.7 	: 
2008,LT18P5,T,Y75-84,TR	2.9 u	2.8 u	: 	: 
2008,LT18P5,T,Y_GE85,AT	5 	4.1 	2.4 	12.9 u
2008,LT18P5,T,Y_GE85,BE	6.1 	6.1 	5.6 	6.7 
2008,LT18P5,T,Y_GE85,BG	1.4 	: 	: 	: 
2008,LT18P5,T,Y_GE85,CY	7.1 	6 	: 	: 
2008,LT18P5,T,Y_GE85,DE	: c	: c	: c	: c
2008,LT18P5,T,Y_GE85,EE	13.7 u	: 	: 	: 
2008,LT18P5,T,Y_GE85,ES	1.6 u	1.2 u	8.8 u	1.9 u
2008,LT18P5,T,Y_GE85,FR	7.4 	7.1 	13 	0.4 
2008,LT18P5,T,Y_GE85,HU	4.3 	5.1 	: 	: 
2008,LT18P5,T,Y_GE85,LV	1.2 	1.9 u	: 	: 
2008,LT18P5,T,Y_GE85,PL	2.5 	2.5 	3 	: 
2008,LT18P5,T,Y_GE85,RO	1.1 u	1.5 u	: 	: 
2008,LT18P5,T,Y_GE85,SK	1.4 u	2.2 u	: 	: 
2008,LT18P5,T,Y_GE85,TR	8.4 u	9.4 u	: 	: 
